Folder,File,NumRows,NumNaNs,NumChannels,NumPointAnomalies,NumSequenceAnomalies,Top3PointIndices,Top3SequenceIndices
mTSBench/MITDB,MITDB_219_test.csv,520000,0,3,0,179,[],"[(4374, 4805), (7691, 7977), (14280, 14580)]"
mTSBench/MITDB,MITDB_200_train.csv,84232,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_221_train.csv,99518,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_100_test.csv,520000,0,3,0,29,[],"[(40576, 40931), (149433, 149775), (175566, 175892)]"
mTSBench/MITDB,MITDB_101_test.csv,520000,0,3,0,4,[],"[(5123, 5549), (85391, 85805), (178118, 178470)]"
mTSBench/MITDB,MITDB_219_train.csv,123467,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_213_test.csv,520000,0,3,0,455,[],"[(4353, 4588), (5525, 5768), (12823, 13062)]"
mTSBench/MITDB,MITDB_212_test.csv,520000,0,3,0,1,[],"[(192783, 193019)]"
mTSBench/MITDB,MITDB_113_train.csv,129596,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_107_train.csv,129352,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_232_train.csv,29153,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_207_train.csv,68518,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_107_test.csv,520000,0,3,0,57,[],"[(51942, 52275), (83146, 83474), (91358, 91689)]"
mTSBench/MITDB,MITDB_106_test.csv,520000,0,3,0,385,[],"[(30482, 30903), (32783, 33197), (125933, 126336)]"
mTSBench/MITDB,MITDB_119_train.csv,84828,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_220_test.csv,520000,0,3,0,56,[],"[(14264, 14603), (16902, 17601), (18113, 18724)]"
mTSBench/MITDB,MITDB_221_test.csv,520000,0,3,0,298,[],"[(606, 972), (1418, 1746), (2929, 3234)]"
mTSBench/MITDB,MITDB_213_train.csv,102288,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_214_test.csv,520000,0,3,0,196,[],"[(3984, 4464), (10390, 10830), (11672, 12109)]"
mTSBench/MITDB,MITDB_215_test.csv,520000,0,3,0,113,[],"[(1378, 1609), (7147, 7379), (7747, 7941)]"
mTSBench/MITDB,MITDB_121_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_100_train.csv,128264,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_114_train.csv,121365,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_209_test.csv,520000,0,3,0,118,[],"[(481, 707), (2844, 3070), (5424, 5650)]"
mTSBench/MITDB,MITDB_208_test.csv,520000,0,3,0,720,[],"[(135, 343), (867, 1075), (1630, 1838)]"
mTSBench/MITDB,MITDB_201_train.csv,129199,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_215_train.csv,121803,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_234_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_220_train.csv,128601,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_111_test.csv,520000,0,3,0,1,[],"[(56198, 56567)]"
mTSBench/MITDB,MITDB_106_train.csv,108777,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_124_test.csv,520000,0,3,0,20,[],"[(30145, 30613), (89778, 90684), (91336, 92209)]"
mTSBench/MITDB,MITDB_203_test.csv,520000,0,3,0,273,[],"[(5665, 6183), (6348, 6580), (6698, 6930)]"
mTSBench/MITDB,MITDB_112_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_202_test.csv,520000,0,3,0,54,[],"[(14907, 15327), (25476, 26039), (40129, 40653)]"
mTSBench/MITDB,MITDB_210_train.csv,119587,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_210_test.csv,520000,0,3,0,163,[],"[(21493, 22479), (22617, 22936), (32718, 33003)]"
mTSBench/MITDB,MITDB_109_test.csv,520000,0,3,0,32,[],"[(22945, 23250), (24192, 24517), (45925, 46212)]"
mTSBench/MITDB,MITDB_108_test.csv,520000,0,3,0,23,[],"[(36934, 37304), (49856, 50842), (63368, 63948)]"
mTSBench/MITDB,MITDB_117_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_209_train.csv,125025,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_103_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_228_train.csv,95543,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_103_test.csv,520000,0,3,0,2,[],"[(288119, 288482), (359483, 359885)]"
mTSBench/MITDB,MITDB_102_test.csv,520000,0,3,0,18,[],"[(77595, 77896), (378015, 378313), (433911, 434207)]"
mTSBench/MITDB,MITDB_122_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_121_test.csv,520000,0,3,0,2,[],"[(234081, 234537), (234743, 235268)]"
mTSBench/MITDB,MITDB_223_train.csv,119496,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_207_test.csv,520000,0,3,0,8,[],"[(421760, 422226), (422278, 422957), (423218, 423705)]"
mTSBench/MITDB,MITDB_108_train.csv,126903,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_202_train.csv,127192,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_124_train.csv,111390,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_233_test.csv,520000,0,3,0,615,[],"[(0, 113), (690, 970), (1550, 1820)]"
mTSBench/MITDB,MITDB_232_test.csv,520000,0,3,0,198,[],"[(0, 1622), (2331, 3716), (3965, 4917)]"
mTSBench/MITDB,MITDB_111_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_105_train.csv,123830,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_114_test.csv,520000,0,3,0,37,[],"[(842, 1284), (2756, 3185), (3791, 4306)]"
mTSBench/MITDB,MITDB_115_test.csv,520000,0,3,0,5,[],"[(388037, 388365), (453510, 453943), (455640, 455968)]"
mTSBench/MITDB,MITDB_205_train.csv,126615,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_200_test.csv,520000,0,3,0,654,[],"[(921, 1163), (1345, 1633), (2975, 3298)]"
mTSBench/MITDB,MITDB_201_test.csv,520000,0,3,0,326,[],"[(6224, 8568), (8834, 9558), (10780, 11308)]"
mTSBench/MITDB,MITDB_119_test.csv,520000,0,3,0,348,[],"[(0, 408), (601, 1070), (1906, 2367)]"
mTSBench/MITDB,MITDB_118_test.csv,520000,0,3,0,95,[],"[(0, 174), (11508, 11798), (28028, 28318)]"
mTSBench/MITDB,MITDB_230_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_208_train.csv,67863,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_102_train.csv,120701,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_116_train.csv,125696,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_234_test.csv,520000,0,3,0,4,[],"[(174405, 183757), (239273, 239578), (334879, 335201)]"
mTSBench/MITDB,MITDB_113_test.csv,520000,0,3,0,5,[],"[(11871, 12235), (16532, 16951), (52839, 53205)]"
mTSBench/MITDB,MITDB_123_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_112_test.csv,520000,0,3,0,2,[],"[(123470, 123817), (148365, 148660)]"
mTSBench/MITDB,MITDB_217_test.csv,520000,0,3,0,198,[],"[(4779, 5115), (5375, 5849), (9398, 9723)]"
mTSBench/MITDB,MITDB_222_train.csv,130000,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_228_test.csv,520000,0,3,0,291,[],"[(85, 669), (962, 1390), (1581, 1946)]"
mTSBench/MITDB,MITDB_109_train.csv,127726,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_203_train.csv,107060,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_217_train.csv,111255,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_200_val.csv,130000,0,3,0,143,[],"[(568, 843), (1026, 1312), (1489, 1761)]"
mTSBench/MITDB,MITDB_104_train.csv,88537,0,3,0,0,[],[]
mTSBench/MITDB,MITDB_104_test.csv,520000,0,3,0,181,[],"[(3478, 3773), (4363, 16941), (22139, 25968)]"
mTSBench/MITDB,MITDB_105_test.csv,520000,0,3,0,55,[],"[(16822, 17201), (26678, 27040), (28460, 28712)]"
mTSBench/MITDB,MITDB_223_test.csv,520000,0,3,0,314,[],"[(2896, 3483), (4550, 4831), (24365, 24658)]"
mTSBench/MITDB,MITDB_222_test.csv,520000,0,3,0,165,[],"[(62028, 62410), (63602, 63999), (64169, 64517)]"
mTSBench/MSL,MSL_F-8_train.csv,3342,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_M-1_test.csv,2277,0,56,0,1,[],"[(1110, 2250)]"
mTSBench/MSL,MSL_M-6_train.csv,1565,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_F-4_test.csv,3422,0,56,0,1,[],"[(2700, 2770)]"
mTSBench/MSL,MSL_F-5_test.csv,3922,0,56,0,1,[],"[(3550, 3700)]"
mTSBench/MSL,MSL_D-14_train.csv,3675,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_P-15_train.csv,3682,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_F-5_train.csv,2598,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_S-2_train.csv,926,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_P-14_test.csv,6100,0,56,0,1,[],"[(4575, 4755)]"
mTSBench/MSL,MSL_P-15_test.csv,2856,0,56,0,1,[],"[(1390, 1410)]"
mTSBench/MSL,MSL_D-16_test.csv,2191,0,56,0,1,[],"[(600, 1250)]"
mTSBench/MSL,MSL_C-2_test.csv,2051,0,56,0,2,[],"[(290, 390), (1540, 1575)]"
mTSBench/MSL,MSL_M-7_train.csv,1587,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_C-2_train.csv,764,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_F-4_train.csv,2244,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_D-15_train.csv,2074,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_P-14_train.csv,2880,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_M-1_train.csv,2209,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_F-8_test.csv,2487,0,56,0,1,[],"[(1950, 2486)]"
mTSBench/MSL,MSL_T-13_val.csv,1215,0,56,0,1,[],"[(690, 790)]"
mTSBench/MSL,MSL_M-7_test.csv,2156,0,56,0,1,[],"[(940, 1040)]"
mTSBench/MSL,MSL_M-6_test.csv,2049,0,56,0,1,[],"[(1850, 2030)]"
mTSBench/MSL,MSL_C-1_train.csv,2158,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_T-5_train.csv,2272,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_M-4_train.csv,2076,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_T-8_train.csv,748,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_D-16_train.csv,1451,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_F-7_train.csv,2511,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_F-7_test.csv,5054,0,56,0,3,[],"[(1250, 1450), (2670, 2790), (3325, 3425)]"
mTSBench/MSL,MSL_M-2_train.csv,2208,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_T-5_test.csv,2218,0,56,0,1,[],"[(1200, 1225)]"
mTSBench/MSL,MSL_T-4_test.csv,2217,0,56,0,1,[],"[(1172, 1240)]"
mTSBench/MSL,MSL_S-2_test.csv,1827,0,56,0,1,[],"[(900, 910)]"
mTSBench/MSL,MSL_P-11_train.csv,3969,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_T-12_train.csv,1145,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_M-3_test.csv,2127,0,56,0,1,[],"[(1250, 1500)]"
mTSBench/MSL,MSL_M-2_test.csv,2277,0,56,0,1,[],"[(1110, 2250)]"
mTSBench/MSL,MSL_M-5_train.csv,2032,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_T-12_test.csv,2430,0,56,0,1,[],"[(630, 750)]"
mTSBench/MSL,MSL_T-13_test.csv,1215,0,56,0,1,[],"[(685, 835)]"
mTSBench/MSL,MSL_T-4_train.csv,2272,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_T-8_test.csv,1519,0,56,0,2,[],"[(870, 930), (1330, 1370)]"
mTSBench/MSL,MSL_M-4_test.csv,2038,0,56,0,1,[],"[(1250, 1500)]"
mTSBench/MSL,MSL_M-5_test.csv,2303,0,56,0,1,[],"[(1250, 1550)]"
mTSBench/MSL,MSL_M-3_train.csv,2037,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_D-14_test.csv,2625,0,56,0,2,[],"[(1630, 1650), (1800, 2000)]"
mTSBench/MSL,MSL_D-15_test.csv,2158,0,56,0,1,[],"[(1500, 2140)]"
mTSBench/MSL,MSL_P-10_train.csv,4308,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_T-13_train.csv,1145,0,56,N/A,N/A,N/A,N/A
mTSBench/MSL,MSL_C-1_test.csv,2264,0,56,0,2,[],"[(550, 750), (2100, 2210)]"
mTSBench/MSL,MSL_P-10_test.csv,6100,0,56,0,1,[],"[(4590, 4720)]"
mTSBench/MSL,MSL_P-11_test.csv,3535,0,56,0,2,[],"[(1238, 1344), (1778, 1898)]"
mTSBench/room-occupancy,room-occupancy_1_train.csv,1492,0,6,0,0,[],[]
mTSBench/room-occupancy,room-occupancy_1_test.csv,7802,0,6,3,13,"[579, 860, 5161]","[(582, 640), (647, 822), (869, 1090)]"
mTSBench/room-occupancy,room-occupancy_test.csv,6515,0,6,2,9,"[642, 648]","[(651, 872), (877, 954), (978, 1001)]"
mTSBench/room-occupancy,room-occupancy_val.csv,1628,0,6,1,9,[827],"[(0, 15), (831, 870), (872, 990)]"
mTSBench/room-occupancy,room-occupancy_train.csv,1073,0,6,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL5_test.csv,24422,0,33,0,1,[],"[(21508, 21958)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL4_test.csv,17784,0,33,0,1,[],"[(14885, 15316)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S2-ADL1_test.csv,34238,0,33,0,1,[],"[(31949, 32337)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S3-ADL5_test.csv,21196,0,33,0,1,[],"[(19166, 19603)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S3-ADL4_test.csv,22145,0,33,0,1,[],"[(20032, 20480)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S2-ADL1_train.csv,7667,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S3-ADL3_test.csv,21374,0,33,0,1,[],"[(19210, 19581)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL2_test.csv,22190,0,33,0,1,[],"[(19271, 19930)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL3_test.csv,20106,0,33,0,1,[],"[(17478, 17822)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL4_train.csv,5893,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL3_train.csv,4259,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL2_test.csv,25780,0,33,0,1,[],"[(23312, 23946)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL3_test.csv,26619,0,33,0,1,[],"[(23832, 24477)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S3-ADL3_train.csv,4201,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL5_train.csv,5625,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S2-ADL2_test.csv,24146,0,33,0,1,[],"[(22253, 22605)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL2_train.csv,5684,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S3-ADL5_train.csv,4238,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL5_train.csv,5392,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL2_train.csv,5330,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL4_train.csv,4090,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S2-ADL2_train.csv,5567,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL3_train.csv,6006,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL5_test.csv,24102,0,33,0,1,[],"[(21820, 22404)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S1-ADL4_test.csv,26364,0,33,0,1,[],"[(24123, 24424)]"
mTSBench/OPPORTUNITY,OPPORTUNITY_S3-ADL4_train.csv,3825,0,33,0,0,[],[]
mTSBench/OPPORTUNITY,OPPORTUNITY_S4-ADL3_val.csv,5026,0,33,0,1,[],"[(2288, 3054)]"
mTSBench/PSM,PSM_val.csv,17568,0,27,0,17,[],"[(89, 91), (3000, 3002), (3248, 3438)]"
mTSBench/PSM,PSM_test.csv,70273,0,27,0,39,[],"[(423, 9283), (9285, 9291), (12092, 12094)]"
mTSBench/PSM,PSM_train.csv,132481,0,27,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_T-3_test.csv,8579,0,26,0,2,[],"[(2098, 2180), (5200, 5300)]"
mTSBench/SMAP,SMAP_T-2_test.csv,8625,0,26,0,1,[],"[(6840, 8624)]"
mTSBench/SMAP,SMAP_A-2_train.csv,2648,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-3_train.csv,2624,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_F-1_test.csv,8584,0,26,0,1,[],"[(5392, 5492)]"
mTSBench/SMAP,SMAP_P-7_train.csv,2853,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-9_train.csv,2583,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-11_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-7_test.csv,8631,0,26,0,1,[],"[(6200, 8600)]"
mTSBench/SMAP,SMAP_A-6_test.csv,4453,0,26,0,1,[],"[(1890, 1930)]"
mTSBench/SMAP,SMAP_E-10_test.csv,8505,0,26,0,2,[],"[(5000, 5050), (5601, 5871)]"
mTSBench/SMAP,SMAP_E-11_test.csv,8514,0,26,0,2,[],"[(5000, 5050), (5614, 5857)]"
mTSBench/SMAP,SMAP_D-4_train.csv,2833,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-3_test.csv,7907,0,26,0,1,[],"[(4200, 4250)]"
mTSBench/SMAP,SMAP_G-2_test.csv,7361,0,26,0,1,[],"[(4030, 4070)]"
mTSBench/SMAP,SMAP_D-7_test.csv,7642,0,26,0,1,[],"[(4940, 7641)]"
mTSBench/SMAP,SMAP_D-6_test.csv,7884,0,26,0,1,[],"[(4870, 4950)]"
mTSBench/SMAP,SMAP_P-1_train.csv,2872,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_T-3_train.csv,2876,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_P-1_test.csv,8505,0,26,0,3,[],"[(2149, 2349), (3539, 3779), (4536, 4844)]"
mTSBench/SMAP,SMAP_E-6_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-4_train.csv,2690,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-2_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-5_test.csv,8294,0,26,0,1,[],"[(5600, 5920)]"
mTSBench/SMAP,SMAP_E-4_test.csv,8354,0,26,0,1,[],"[(5450, 8261)]"
mTSBench/SMAP,SMAP_D-11_train.csv,2611,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_F-1_train.csv,2869,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-9_train.csv,762,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-8_test.csv,8532,0,26,0,1,[],"[(5400, 6022)]"
mTSBench/SMAP,SMAP_E-9_test.csv,8302,0,26,0,1,[],"[(5550, 5900)]"
mTSBench/SMAP,SMAP_A-3_train.csv,2736,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-1_test.csv,8509,0,26,0,1,[],"[(5250, 8508)]"
mTSBench/SMAP,SMAP_E-1_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-2_train.csv,2478,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-8_train.csv,2602,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-2_test.csv,8532,0,26,0,1,[],"[(5598, 6995)]"
mTSBench/SMAP,SMAP_E-3_test.csv,8307,0,26,0,1,[],"[(5094, 8306)]"
mTSBench/SMAP,SMAP_E-10_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_S-1_train.csv,2818,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-5_train.csv,2561,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_T-2_train.csv,2855,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-4_train.csv,2551,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-5_train.csv,705,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-7_train.csv,2769,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_R-1_test.csv,7244,0,26,0,1,[],"[(4510, 4590)]"
mTSBench/SMAP,SMAP_D-3_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-1_test.csv,8640,0,26,0,1,[],"[(4690, 4774)]"
mTSBench/SMAP,SMAP_A-8_train.csv,762,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-4_test.csv,7632,0,26,0,1,[],"[(4690, 4720)]"
mTSBench/SMAP,SMAP_G-1_train.csv,2820,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-6_test.csv,8300,0,26,0,1,[],"[(5610, 5675)]"
mTSBench/SMAP,SMAP_E-7_test.csv,8310,0,26,0,1,[],"[(5394, 5674)]"
mTSBench/SMAP,SMAP_E-2_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-4_test.csv,8473,0,26,0,1,[],"[(5225, 8472)]"
mTSBench/SMAP,SMAP_D-5_test.csv,7628,0,26,0,1,[],"[(4800, 4850)]"
mTSBench/SMAP,SMAP_D-6_train.csv,2594,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_P-2_test.csv,8209,0,26,0,1,[],"[(5350, 6575)]"
mTSBench/SMAP,SMAP_P-3_test.csv,8493,0,26,0,1,[],"[(5401, 6736)]"
mTSBench/SMAP,SMAP_B-1_test.csv,8044,0,26,0,1,[],"[(5060, 5130)]"
mTSBench/SMAP,SMAP_E-13_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-4_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-6_train.csv,682,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-13_test.csv,8640,0,26,0,3,[],"[(5309, 5410), (5600, 5640), (6449, 6569)]"
mTSBench/SMAP,SMAP_E-12_test.csv,8512,0,26,0,2,[],"[(5000, 5050), (5610, 6141)]"
mTSBench/SMAP,SMAP_A-4_test.csv,8080,0,26,0,1,[],"[(4550, 4660)]"
mTSBench/SMAP,SMAP_A-5_test.csv,4693,0,26,0,1,[],"[(2750, 2800)]"
mTSBench/SMAP,SMAP_P-3_train.csv,2855,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-7_train.csv,2446,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_T-1_train.csv,2875,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-11_test.csv,7431,0,26,0,1,[],"[(4270, 4330)]"
mTSBench/SMAP,SMAP_G-1_test.csv,8469,0,26,0,1,[],"[(4770, 4890)]"
mTSBench/SMAP,SMAP_E-9_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_F-3_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_T-1_test.csv,8612,0,26,0,2,[],"[(2399, 3898), (6550, 6585)]"
mTSBench/SMAP,SMAP_B-1_train.csv,2435,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_F-2_test.csv,8626,0,26,0,1,[],"[(5669, 8625)]"
mTSBench/SMAP,SMAP_F-3_test.csv,8376,0,26,0,1,[],"[(5600, 5640)]"
mTSBench/SMAP,SMAP_P-4_train.csv,2609,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-3_test.csv,8205,0,26,0,1,[],"[(4575, 4760)]"
mTSBench/SMAP,SMAP_A-2_test.csv,7914,0,26,0,1,[],"[(4450, 4560)]"
mTSBench/SMAP,SMAP_S-1_test.csv,7331,0,26,0,1,[],"[(5300, 5747)]"
mTSBench/SMAP,SMAP_A-1_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-7_test.csv,4015,0,26,0,2,[],"[(1036, 1086), (3546, 3661)]"
mTSBench/SMAP,SMAP_G-6_test.csv,8640,0,26,0,1,[],"[(5600, 5700)]"
mTSBench/SMAP,SMAP_E-3_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-9_test.csv,8434,0,26,0,1,[],"[(4569, 8433)]"
mTSBench/SMAP,SMAP_A-8_test.csv,8375,0,26,0,1,[],"[(4569, 8374)]"
mTSBench/SMAP,SMAP_D-7_train.csv,2583,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-12_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_A-7_train.csv,2879,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_E-5_train.csv,2880,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-9_test.csv,7406,0,26,0,1,[],"[(6250, 7405)]"
mTSBench/SMAP,SMAP_D-8_test.csv,7874,0,26,0,1,[],"[(4370, 4420)]"
mTSBench/SMAP,SMAP_E-1_test.csv,8516,0,26,0,2,[],"[(5000, 5030), (5610, 6086)]"
mTSBench/SMAP,SMAP_R-1_train.csv,2874,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_P-2_train.csv,2821,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_G-6_train.csv,2881,0,26,N/A,N/A,N/A,N/A
mTSBench/SMAP,SMAP_D-3_test.csv,8640,0,26,0,1,[],"[(5225, 8500)]"
mTSBench/SMAP,SMAP_D-2_test.csv,8595,0,26,0,1,[],"[(4319, 8536)]"
mTSBench/SMAP,SMAP_E-8_train.csv,2880,0,26,N/A,N/A,N/A,N/A
