dataset,prediction,ground_truth
exathlon_3_2_500000_70,"['KMeansAD', 'ALLM4TS', 'KNN', 'OFA', 'COPOD', 'HBOS', 'EIF', 'Donut', 'LOF', 'MCD', 'OCSVM', 'CNN', 'PCA', 'LSTMAD', 'OmniAnomaly', 'CBLOF', 'FITS', 'TranAD', 'RobustPCA', 'TimesNet', 'IForest', 'USAD', 'AutoEncoder', 'AnomalyTransformer']","['OCSVM', 'AutoEncoder', 'HBOS', 'IForest', 'MCD', 'EIF', 'PCA', 'Donut', 'LSTMAD', 'OmniAnomaly', 'KMeansAD', 'TranAD', 'COPOD', 'KNN', 'CBLOF', 'CNN', 'OFA', 'USAD', 'TimesNet', 'LOF', 'RobustPCA', 'FITS', 'ALLM4TS', 'AnomalyTransformer']"
exathlon_3_4_1000000_81,"['KMeansAD', 'LOF', 'KNN', 'HBOS', 'COPOD', 'EIF', 'OCSVM', 'ALLM4TS', 'OFA', 'MCD', 'CNN', 'LSTMAD', 'Donut', 'TimesNet', 'PCA', 'RobustPCA', 'FITS', 'TranAD', 'OmniAnomaly', 'IForest', 'AutoEncoder', 'CBLOF', 'AnomalyTransformer', 'USAD']","['PCA', 'MCD', 'IForest', 'OmniAnomaly', 'LOF', 'OFA', 'KNN', 'USAD', 'KMeansAD', 'AutoEncoder', 'EIF', 'OCSVM', 'CNN', 'HBOS', 'COPOD', 'CBLOF', 'LSTMAD', 'TranAD', 'TimesNet', 'Donut', 'FITS', 'RobustPCA', 'ALLM4TS', 'AnomalyTransformer']"
exathlon_3_5_1000000_89,"['ALLM4TS', 'OmniAnomaly', 'MCD', 'PCA', 'KMeansAD', 'OFA', 'CNN', 'USAD', 'CBLOF', 'KNN', 'OCSVM', 'AutoEncoder', 'TranAD', 'EIF', 'Donut', 'HBOS', 'TimesNet', 'COPOD', 'LSTMAD', 'FITS', 'IForest', 'LOF', 'RobustPCA', 'AnomalyTransformer']","['TimesNet', 'OFA', 'FITS', 'Donut', 'LSTMAD', 'PCA', 'OmniAnomaly', 'TranAD', 'OCSVM', 'CNN', 'AutoEncoder', 'MCD', 'USAD', 'LOF', 'KMeansAD', 'COPOD', 'AnomalyTransformer', 'ALLM4TS', 'CBLOF', 'HBOS', 'EIF', 'RobustPCA', 'IForest', 'KNN']"
exathlon_4_1_100000_61,"['KMeansAD', 'ALLM4TS', 'CNN', 'Donut', 'EIF', 'OFA', 'KNN', 'HBOS', 'COPOD', 'OmniAnomaly', 'TimesNet', 'MCD', 'PCA', 'LSTMAD', 'CBLOF', 'OCSVM', 'RobustPCA', 'LOF', 'TranAD', 'FITS', 'IForest', 'USAD', 'AutoEncoder', 'AnomalyTransformer']","['AutoEncoder', 'ALLM4TS', 'RobustPCA', 'KMeansAD', 'OFA', 'FITS', 'Donut', 'TimesNet', 'LOF', 'EIF', 'TranAD', 'LSTMAD', 'KNN', 'OmniAnomaly', 'PCA', 'CNN', 'USAD', 'IForest', 'MCD', 'AnomalyTransformer', 'OCSVM', 'CBLOF', 'HBOS', 'COPOD']"
exathlon_4_5_1000000_90,"['ALLM4TS', 'KMeansAD', 'MCD', 'OFA', 'PCA', 'Donut', 'OmniAnomaly', 'CNN', 'LSTMAD', 'KNN', 'LOF', 'AutoEncoder', 'OCSVM', 'CBLOF', 'TranAD', 'USAD', 'COPOD', 'HBOS', 'EIF', 'FITS', 'TimesNet', 'IForest', 'RobustPCA', 'AnomalyTransformer']","['PCA', 'OmniAnomaly', 'IForest', 'CNN', 'KMeansAD', 'LSTMAD', 'TranAD', 'CBLOF', 'Donut', 'USAD', 'KNN', 'EIF', 'HBOS', 'AnomalyTransformer', 'TimesNet', 'COPOD', 'FITS', 'OFA', 'LOF', 'MCD', 'OCSVM', 'AutoEncoder', 'ALLM4TS', 'RobustPCA']"
exathlon_5_1_100000_63,"['KMeansAD', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'CNN', 'MCD', 'OFA', 'Donut', 'EIF', 'LSTMAD', 'TranAD', 'OCSVM', 'KNN', 'COPOD', 'TimesNet', 'HBOS', 'CBLOF', 'USAD', 'LOF', 'AutoEncoder', 'RobustPCA', 'FITS', 'IForest', 'AnomalyTransformer']","['RobustPCA', 'MCD', 'AutoEncoder', 'ALLM4TS', 'OmniAnomaly', 'PCA', 'LSTMAD', 'TranAD', 'CNN', 'Donut', 'OCSVM', 'USAD', 'KMeansAD', 'EIF', 'OFA', 'FITS', 'LOF', 'TimesNet', 'HBOS', 'COPOD', 'AnomalyTransformer', 'KNN', 'CBLOF', 'IForest']"
exathlon_5_1_100000_64,"['KMeansAD', 'ALLM4TS', 'CNN', 'OmniAnomaly', 'MCD', 'PCA', 'OFA', 'Donut', 'TimesNet', 'CBLOF', 'LSTMAD', 'EIF', 'TranAD', 'USAD', 'OCSVM', 'KNN', 'COPOD', 'HBOS', 'AutoEncoder', 'LOF', 'FITS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OFA', 'Donut', 'OmniAnomaly', 'PCA', 'USAD', 'CNN', 'LSTMAD', 'TranAD', 'TimesNet', 'ALLM4TS', 'FITS', 'RobustPCA', 'KMeansAD', 'CBLOF', 'KNN', 'EIF', 'LOF', 'OCSVM', 'MCD', 'HBOS', 'COPOD', 'AnomalyTransformer', 'IForest', 'AutoEncoder']"
exathlon_5_1_500000_62,"['KMeansAD', 'MCD', 'CNN', 'OmniAnomaly', 'ALLM4TS', 'PCA', 'OFA', 'USAD', 'LSTMAD', 'LOF', 'TimesNet', 'OCSVM', 'CBLOF', 'EIF', 'HBOS', 'Donut', 'COPOD', 'TranAD', 'AutoEncoder', 'FITS', 'KNN', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['AutoEncoder', 'Donut', 'TranAD', 'CNN', 'OmniAnomaly', 'PCA', 'LSTMAD', 'USAD', 'RobustPCA', 'OFA', 'ALLM4TS', 'KMeansAD', 'MCD', 'OCSVM', 'TimesNet', 'FITS', 'LOF', 'AnomalyTransformer', 'CBLOF', 'KNN', 'COPOD', 'EIF', 'HBOS', 'IForest']"
exathlon_5_2_1000000_72,"['KMeansAD', 'ALLM4TS', 'KNN', 'OFA', 'EIF', 'Donut', 'MCD', 'COPOD', 'HBOS', 'LOF', 'CNN', 'OCSVM', 'PCA', 'OmniAnomaly', 'LSTMAD', 'TranAD', 'CBLOF', 'TimesNet', 'FITS', 'RobustPCA', 'USAD', 'IForest', 'AutoEncoder', 'AnomalyTransformer']","['OCSVM', 'AutoEncoder', 'OFA', 'ALLM4TS', 'MCD', 'RobustPCA', 'IForest', 'KMeansAD', 'COPOD', 'OmniAnomaly', 'Donut', 'PCA', 'FITS', 'LSTMAD', 'CNN', 'TimesNet', 'TranAD', 'EIF', 'USAD', 'KNN', 'HBOS', 'CBLOF', 'AnomalyTransformer', 'LOF']"
exathlon_5_4_1000000_82,"['KMeansAD', 'ALLM4TS', 'MCD', 'OmniAnomaly', 'PCA', 'OFA', 'CNN', 'LSTMAD', 'Donut', 'OCSVM', 'EIF', 'TranAD', 'LOF', 'USAD', 'KNN', 'COPOD', 'HBOS', 'CBLOF', 'AutoEncoder', 'TimesNet', 'FITS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['Donut', 'USAD', 'TranAD', 'PCA', 'OmniAnomaly', 'LSTMAD', 'CNN', 'TimesNet', 'OCSVM', 'MCD', 'AutoEncoder', 'LOF', 'FITS', 'OFA', 'ALLM4TS', 'KMeansAD', 'AnomalyTransformer', 'COPOD', 'EIF', 'IForest', 'CBLOF', 'HBOS', 'RobustPCA', 'KNN']"
exathlon_5_5_1000000_91,"['KMeansAD', 'ALLM4TS', 'OFA', 'HBOS', 'CNN', 'TimesNet', 'KNN', 'EIF', 'OmniAnomaly', 'MCD', 'LSTMAD', 'OCSVM', 'PCA', 'CBLOF', 'COPOD', 'FITS', 'Donut', 'TranAD', 'LOF', 'USAD', 'IForest', 'RobustPCA', 'AutoEncoder', 'AnomalyTransformer']","['OCSVM', 'MCD', 'KMeansAD', 'TranAD', 'CBLOF', 'CNN', 'LSTMAD', 'OmniAnomaly', 'PCA', 'FITS', 'TimesNet', 'KNN', 'EIF', 'HBOS', 'OFA', 'IForest', 'USAD', 'COPOD', 'AnomalyTransformer', 'LOF', 'AutoEncoder', 'ALLM4TS', 'RobustPCA', 'Donut']"
exathlon_6_1_500000_65,"['ALLM4TS', 'KMeansAD', 'MCD', 'OFA', 'CNN', 'OmniAnomaly', 'Donut', 'PCA', 'TimesNet', 'CBLOF', 'LSTMAD', 'OCSVM', 'USAD', 'AutoEncoder', 'TranAD', 'EIF', 'KNN', 'LOF', 'FITS', 'COPOD', 'RobustPCA', 'HBOS', 'IForest', 'AnomalyTransformer']","['KMeansAD', 'MCD', 'OFA', 'OmniAnomaly', 'PCA', 'TimesNet', 'Donut', 'CNN', 'LSTMAD', 'FITS', 'OCSVM', 'EIF', 'AutoEncoder', 'TranAD', 'USAD', 'KNN', 'CBLOF', 'LOF', 'RobustPCA', 'HBOS', 'IForest', 'COPOD', 'AnomalyTransformer', 'ALLM4TS']"
exathlon_6_3_200000_76,"['KMeansAD', 'ALLM4TS', 'OmniAnomaly', 'PCA', 'MCD', 'CNN', 'OFA', 'Donut', 'TranAD', 'USAD', 'LSTMAD', 'OCSVM', 'CBLOF', 'EIF', 'AutoEncoder', 'LOF', 'KNN', 'TimesNet', 'HBOS', 'COPOD', 'FITS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['Donut', 'USAD', 'TranAD', 'OmniAnomaly', 'PCA', 'LSTMAD', 'CNN', 'CBLOF', 'MCD', 'EIF', 'AutoEncoder', 'COPOD', 'IForest', 'OCSVM', 'RobustPCA', 'ALLM4TS', 'HBOS', 'AnomalyTransformer', 'KMeansAD', 'LOF', 'KNN', 'TimesNet', 'FITS', 'OFA']"
exathlon_8_3_200000_73,"['OmniAnomaly', 'PCA', 'ALLM4TS', 'MCD', 'KMeansAD', 'CNN', 'OFA', 'TranAD', 'USAD', 'LSTMAD', 'CBLOF', 'OCSVM', 'Donut', 'AutoEncoder', 'EIF', 'KNN', 'TimesNet', 'COPOD', 'HBOS', 'IForest', 'FITS', 'LOF', 'RobustPCA', 'AnomalyTransformer']","['Donut', 'USAD', 'OmniAnomaly', 'PCA', 'TranAD', 'CNN', 'OFA', 'LSTMAD', 'RobustPCA', 'ALLM4TS', 'FITS', 'TimesNet', 'AutoEncoder', 'AnomalyTransformer', 'OCSVM', 'HBOS', 'LOF', 'KMeansAD', 'CBLOF', 'COPOD', 'EIF', 'KNN', 'IForest', 'MCD']"
exathlon_8_4_1000000_77,"['KMeansAD', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'HBOS', 'EIF', 'KNN', 'COPOD', 'OCSVM', 'MCD', 'OFA', 'CNN', 'Donut', 'CBLOF', 'LOF', 'LSTMAD', 'TranAD', 'AutoEncoder', 'FITS', 'USAD', 'TimesNet', 'IForest', 'RobustPCA', 'AnomalyTransformer']","['EIF', 'CNN', 'LSTMAD', 'TranAD', 'Donut', 'AutoEncoder', 'KMeansAD', 'OCSVM', 'ALLM4TS', 'USAD', 'LOF', 'OmniAnomaly', 'OFA', 'KNN', 'MCD', 'PCA', 'TimesNet', 'RobustPCA', 'FITS', 'AnomalyTransformer', 'CBLOF', 'HBOS', 'IForest', 'COPOD']"
exathlon_8_5_1000000_83,"['KMeansAD', 'ALLM4TS', 'MCD', 'OmniAnomaly', 'PCA', 'OFA', 'CNN', 'OCSVM', 'Donut', 'EIF', 'CBLOF', 'LSTMAD', 'USAD', 'TimesNet', 'TranAD', 'COPOD', 'LOF', 'KNN', 'HBOS', 'FITS', 'AutoEncoder', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['OFA', 'OmniAnomaly', 'PCA', 'AutoEncoder', 'FITS', 'KMeansAD', 'Donut', 'TimesNet', 'LSTMAD', 'CNN', 'IForest', 'TranAD', 'USAD', 'KNN', 'OCSVM', 'EIF', 'CBLOF', 'MCD', 'COPOD', 'HBOS', 'LOF', 'AnomalyTransformer', 'RobustPCA', 'ALLM4TS']"
exathlon_9_2_1000000_66,"['KMeansAD', 'HBOS', 'EIF', 'KNN', 'MCD', 'COPOD', 'CNN', 'ALLM4TS', 'CBLOF', 'OFA', 'PCA', 'OmniAnomaly', 'TimesNet', 'OCSVM', 'LOF', 'IForest', 'FITS', 'LSTMAD', 'TranAD', 'USAD', 'RobustPCA', 'Donut', 'AutoEncoder', 'AnomalyTransformer']","['MCD', 'OCSVM', 'ALLM4TS', 'Donut', 'RobustPCA', 'OFA', 'AutoEncoder', 'KMeansAD', 'PCA', 'CNN', 'OmniAnomaly', 'FITS', 'LSTMAD', 'TimesNet', 'LOF', 'TranAD', 'IForest', 'USAD', 'AnomalyTransformer', 'COPOD', 'EIF', 'CBLOF', 'HBOS', 'KNN']"
exathlon_9_3_500000_74,"['KMeansAD', 'CNN', 'OmniAnomaly', 'MCD', 'PCA', 'ALLM4TS', 'OFA', 'LSTMAD', 'Donut', 'USAD', 'TranAD', 'CBLOF', 'TimesNet', 'EIF', 'OCSVM', 'COPOD', 'AutoEncoder', 'KNN', 'LOF', 'HBOS', 'FITS', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['Donut', 'USAD', 'TranAD', 'CNN', 'LSTMAD', 'PCA', 'OmniAnomaly', 'ALLM4TS', 'IForest', 'AnomalyTransformer', 'AutoEncoder', 'OFA', 'TimesNet', 'HBOS', 'OCSVM', 'COPOD', 'LOF', 'EIF', 'FITS', 'MCD', 'KNN', 'CBLOF', 'KMeansAD', 'RobustPCA']"
exathlon_9_4_1000000_78,"['KMeansAD', 'PCA', 'OmniAnomaly', 'EIF', 'MCD', 'HBOS', 'ALLM4TS', 'COPOD', 'CBLOF', 'KNN', 'IForest', 'CNN', 'OCSVM', 'AutoEncoder', 'TranAD', 'OFA', 'USAD', 'FITS', 'TimesNet', 'LSTMAD', 'LOF', 'RobustPCA', 'Donut', 'AnomalyTransformer']","['AutoEncoder', 'CNN', 'LSTMAD', 'Donut', 'OmniAnomaly', 'PCA', 'OFA', 'TimesNet', 'FITS', 'TranAD', 'USAD', 'MCD', 'KMeansAD', 'COPOD', 'IForest', 'AnomalyTransformer', 'OCSVM', 'CBLOF', 'EIF', 'RobustPCA', 'ALLM4TS', 'HBOS', 'KNN', 'LOF']"
exathlon_9_5_1000000_84,"['KMeansAD', 'ALLM4TS', 'MCD', 'PCA', 'OmniAnomaly', 'CNN', 'OFA', 'Donut', 'LSTMAD', 'OCSVM', 'EIF', 'LOF', 'TranAD', 'HBOS', 'KNN', 'COPOD', 'AutoEncoder', 'USAD', 'TimesNet', 'CBLOF', 'FITS', 'IForest', 'RobustPCA', 'AnomalyTransformer']","['IForest', 'KMeansAD', 'CBLOF', 'OmniAnomaly', 'PCA', 'KNN', 'USAD', 'LSTMAD', 'CNN', 'EIF', 'TranAD', 'AutoEncoder', 'MCD', 'OCSVM', 'HBOS', 'LOF', 'TimesNet', 'OFA', 'FITS', 'Donut', 'COPOD', 'RobustPCA', 'AnomalyTransformer', 'ALLM4TS']"
gecco_water_quality,"['KMeansAD', 'MCD', 'CNN', 'OmniAnomaly', 'PCA', 'EIF', 'TimesNet', 'OFA', 'CBLOF', 'LSTMAD', 'USAD', 'COPOD', 'ALLM4TS', 'HBOS', 'TranAD', 'OCSVM', 'FITS', 'KNN', 'AutoEncoder', 'Donut', 'LOF', 'RobustPCA', 'IForest', 'AnomalyTransformer']","['LSTMAD', 'OFA', 'TimesNet', 'TranAD', 'USAD', 'CNN', 'FITS', 'KNN', 'OmniAnomaly', 'PCA', 'LOF', 'Donut', 'CBLOF', 'COPOD', 'EIF', 'KMeansAD', 'IForest', 'AutoEncoder', 'HBOS', 'OCSVM', 'MCD', 'ALLM4TS', 'AnomalyTransformer', 'RobustPCA']"
ghl_17_lev_fault_temp_corr_seed_57_vars_23,"['KMeansAD', 'EIF', 'HBOS', 'COPOD', 'KNN', 'ALLM4TS', 'OCSVM', 'OFA', 'LOF', 'CNN', 'MCD', 'PCA', 'Donut', 'LSTMAD', 'OmniAnomaly', 'CBLOF', 'TimesNet', 'RobustPCA', 'TranAD', 'FITS', 'IForest', 'AutoEncoder', 'USAD', 'AnomalyTransformer']","['OCSVM', 'MCD', 'AutoEncoder', 'CBLOF', 'USAD', 'ALLM4TS', 'OFA', 'EIF', 'OmniAnomaly', 'PCA', 'CNN', 'HBOS', 'TranAD', 'LSTMAD', 'COPOD', 'IForest', 'KMeansAD', 'TimesNet', 'AnomalyTransformer', 'LOF', 'KNN', 'FITS', 'Donut', 'RobustPCA']"
ghl_18_lev_fault_temp_corr_seed_59_vars_23,"['KMeansAD', 'HBOS', 'COPOD', 'KNN', 'EIF', 'ALLM4TS', 'OFA', 'OCSVM', 'LOF', 'CNN', 'Donut', 'MCD', 'LSTMAD', 'OmniAnomaly', 'PCA', 'TimesNet', 'CBLOF', 'RobustPCA', 'FITS', 'IForest', 'TranAD', 'AutoEncoder', 'AnomalyTransformer', 'USAD']","['MCD', 'OCSVM', 'AutoEncoder', 'EIF', 'ALLM4TS', 'OFA', 'OmniAnomaly', 'PCA', 'CNN', 'CBLOF', 'TranAD', 'AnomalyTransformer', 'KMeansAD', 'USAD', 'COPOD', 'HBOS', 'LSTMAD', 'TimesNet', 'IForest', 'LOF', 'KNN', 'FITS', 'Donut', 'RobustPCA']"
ghl_19_lev_fault_temp_corr_seed_62_vars_23,"['KMeansAD', 'HBOS', 'COPOD', 'EIF', 'KNN', 'ALLM4TS', 'OFA', 'OCSVM', 'LOF', 'CNN', 'LSTMAD', 'Donut', 'PCA', 'OmniAnomaly', 'MCD', 'TimesNet', 'CBLOF', 'TranAD', 'FITS', 'RobustPCA', 'IForest', 'USAD', 'AnomalyTransformer', 'AutoEncoder']","['OCSVM', 'OFA', 'EIF', 'COPOD', 'MCD', 'CNN', 'PCA', 'OmniAnomaly', 'LSTMAD', 'USAD', 'HBOS', 'ALLM4TS', 'AutoEncoder', 'KMeansAD', 'IForest', 'TranAD', 'TimesNet', 'AnomalyTransformer', 'CBLOF', 'LOF', 'KNN', 'Donut', 'FITS', 'RobustPCA']"
ghl_20_lev_fault_temp_corr_seed_67_vars_23,"['KMeansAD', 'HBOS', 'KNN', 'EIF', 'COPOD', 'ALLM4TS', 'OFA', 'OCSVM', 'CNN', 'LOF', 'Donut', 'OmniAnomaly', 'PCA', 'LSTMAD', 'MCD', 'CBLOF', 'TimesNet', 'FITS', 'RobustPCA', 'TranAD', 'IForest', 'USAD', 'AnomalyTransformer', 'AutoEncoder']","['MCD', 'AutoEncoder', 'OCSVM', 'USAD', 'ALLM4TS', 'OFA', 'OmniAnomaly', 'PCA', 'LSTMAD', 'EIF', 'COPOD', 'TranAD', 'CBLOF', 'KMeansAD', 'AnomalyTransformer', 'TimesNet', 'HBOS', 'CNN', 'FITS', 'IForest', 'LOF', 'KNN', 'Donut', 'RobustPCA']"
ghl_21_lev_fault_temp_corr_seed_73_vars_23,"['KMeansAD', 'EIF', 'COPOD', 'HBOS', 'KNN', 'ALLM4TS', 'OFA', 'OCSVM', 'LOF', 'CNN', 'Donut', 'OmniAnomaly', 'PCA', 'MCD', 'LSTMAD', 'CBLOF', 'TimesNet', 'FITS', 'RobustPCA', 'TranAD', 'IForest', 'USAD', 'AutoEncoder', 'AnomalyTransformer']","['OCSVM', 'MCD', 'ALLM4TS', 'AutoEncoder', 'OFA', 'EIF', 'KMeansAD', 'OmniAnomaly', 'PCA', 'CBLOF', 'HBOS', 'COPOD', 'TranAD', 'FITS', 'USAD', 'CNN', 'IForest', 'AnomalyTransformer', 'LSTMAD', 'TimesNet', 'LOF', 'KNN', 'RobustPCA', 'Donut']"
ghl_22_lev_fault_temp_corr_seed_777_vars_23,"['KMeansAD', 'HBOS', 'KNN', 'COPOD', 'EIF', 'OFA', 'ALLM4TS', 'OCSVM', 'CNN', 'LOF', 'Donut', 'OmniAnomaly', 'PCA', 'LSTMAD', 'CBLOF', 'TimesNet', 'MCD', 'FITS', 'IForest', 'RobustPCA', 'TranAD', 'USAD', 'AnomalyTransformer', 'AutoEncoder']","['OCSVM', 'MCD', 'EIF', 'AutoEncoder', 'CBLOF', 'OFA', 'OmniAnomaly', 'PCA', 'CNN', 'TranAD', 'USAD', 'HBOS', 'COPOD', 'ALLM4TS', 'AnomalyTransformer', 'LSTMAD', 'IForest', 'KMeansAD', 'TimesNet', 'LOF', 'Donut', 'FITS', 'KNN', 'RobustPCA']"
ghl_24_lev_fault_temp_corr_seed_83_vars_23,"['KMeansAD', 'HBOS', 'COPOD', 'KNN', 'EIF', 'ALLM4TS', 'OFA', 'OCSVM', 'LOF', 'CNN', 'Donut', 'MCD', 'LSTMAD', 'PCA', 'OmniAnomaly', 'CBLOF', 'TimesNet', 'RobustPCA', 'FITS', 'IForest', 'TranAD', 'USAD', 'AnomalyTransformer', 'AutoEncoder']","['MCD', 'OCSVM', 'OFA', 'ALLM4TS', 'AutoEncoder', 'COPOD', 'IForest', 'EIF', 'OmniAnomaly', 'PCA', 'HBOS', 'TranAD', 'USAD', 'AnomalyTransformer', 'TimesNet', 'KMeansAD', 'CNN', 'LOF', 'FITS', 'KNN', 'CBLOF', 'LSTMAD', 'RobustPCA', 'Donut']"
ghl_41_lev_corr_temp_fault_seed_181_vars_23,"['KMeansAD', 'EIF', 'HBOS', 'COPOD', 'KNN', 'ALLM4TS', 'OCSVM', 'LOF', 'OFA', 'CNN', 'LSTMAD', 'PCA', 'Donut', 'OmniAnomaly', 'MCD', 'CBLOF', 'TimesNet', 'RobustPCA', 'IForest', 'TranAD', 'FITS', 'AnomalyTransformer', 'USAD', 'AutoEncoder']","['KMeansAD', 'EIF', 'CBLOF', 'ALLM4TS', 'RobustPCA', 'Donut', 'CNN', 'OCSVM', 'AnomalyTransformer', 'COPOD', 'HBOS', 'LOF', 'LSTMAD', 'IForest', 'AutoEncoder', 'MCD', 'USAD', 'PCA', 'OmniAnomaly', 'KNN', 'TranAD', 'TimesNet', 'FITS', 'OFA']"
ghl_43_lev_corr_temp_fault_seed_189_vars_23,"['KMeansAD', 'HBOS', 'EIF', 'COPOD', 'KNN', 'ALLM4TS', 'OCSVM', 'OFA', 'LOF', 'CNN', 'MCD', 'OmniAnomaly', 'PCA', 'Donut', 'LSTMAD', 'TimesNet', 'CBLOF', 'RobustPCA', 'FITS', 'IForest', 'TranAD', 'AutoEncoder', 'USAD', 'AnomalyTransformer']","['KMeansAD', 'LSTMAD', 'AnomalyTransformer', 'TranAD', 'CNN', 'USAD', 'ALLM4TS', 'CBLOF', 'PCA', 'OmniAnomaly', 'RobustPCA', 'EIF', 'IForest', 'OCSVM', 'HBOS', 'Donut', 'AutoEncoder', 'COPOD', 'LOF', 'OFA', 'TimesNet', 'KNN', 'FITS', 'MCD']"
ghl_44_lev_corr_temp_fault_seed_190_vars_23,"['KMeansAD', 'HBOS', 'EIF', 'COPOD', 'KNN', 'ALLM4TS', 'OCSVM', 'OFA', 'LOF', 'CNN', 'LSTMAD', 'PCA', 'Donut', 'OmniAnomaly', 'MCD', 'CBLOF', 'TimesNet', 'TranAD', 'FITS', 'RobustPCA', 'IForest', 'USAD', 'AutoEncoder', 'AnomalyTransformer']","['CNN', 'CBLOF', 'RobustPCA', 'KMeansAD', 'EIF', 'LSTMAD', 'ALLM4TS', 'HBOS', 'COPOD', 'IForest', 'OCSVM', 'PCA', 'OmniAnomaly', 'AnomalyTransformer', 'TranAD', 'LOF', 'USAD', 'Donut', 'MCD', 'AutoEncoder', 'KNN', 'OFA', 'TimesNet', 'FITS']"
ghl_45_lev_corr_temp_fault_seed_193_vars_23,"['KMeansAD', 'HBOS', 'EIF', 'KNN', 'COPOD', 'ALLM4TS', 'OCSVM', 'OFA', 'LOF', 'CNN', 'OmniAnomaly', 'PCA', 'Donut', 'LSTMAD', 'MCD', 'TimesNet', 'CBLOF', 'TranAD', 'RobustPCA', 'FITS', 'IForest', 'USAD', 'AnomalyTransformer', 'AutoEncoder']","['OCSVM', 'ALLM4TS', 'AutoEncoder', 'CBLOF', 'EIF', 'KMeansAD', 'IForest', 'HBOS', 'LSTMAD', 'CNN', 'COPOD', 'USAD', 'MCD', 'TranAD', 'AnomalyTransformer', 'OmniAnomaly', 'PCA', 'LOF', 'RobustPCA', 'Donut', 'KNN', 'TimesNet', 'OFA', 'FITS']"
ghl_46_lev_corr_temp_fault_seed_194_vars_23,"['KMeansAD', 'HBOS', 'COPOD', 'EIF', 'KNN', 'ALLM4TS', 'OFA', 'OCSVM', 'LOF', 'CNN', 'MCD', 'OmniAnomaly', 'PCA', 'Donut', 'LSTMAD', 'CBLOF', 'TimesNet', 'RobustPCA', 'FITS', 'IForest', 'TranAD', 'AutoEncoder', 'AnomalyTransformer', 'USAD']","['CNN', 'EIF', 'KMeansAD', 'ALLM4TS', 'CBLOF', 'IForest', 'OCSVM', 'HBOS', 'Donut', 'COPOD', 'LSTMAD', 'AutoEncoder', 'RobustPCA', 'AnomalyTransformer', 'MCD', 'LOF', 'OmniAnomaly', 'PCA', 'TranAD', 'USAD', 'TimesNet', 'KNN', 'FITS', 'OFA']"
ghl_47_lev_corr_temp_fault_seed_197_vars_23,"['KMeansAD', 'HBOS', 'EIF', 'COPOD', 'KNN', 'ALLM4TS', 'OCSVM', 'OFA', 'LOF', 'CNN', 'PCA', 'OmniAnomaly', 'LSTMAD', 'MCD', 'Donut', 'TimesNet', 'CBLOF', 'IForest', 'TranAD', 'FITS', 'RobustPCA', 'USAD', 'AnomalyTransformer', 'AutoEncoder']","['KMeansAD', 'CNN', 'RobustPCA', 'LSTMAD', 'IForest', 'CBLOF', 'Donut', 'HBOS', 'EIF', 'AnomalyTransformer', 'OCSVM', 'COPOD', 'LOF', 'ALLM4TS', 'MCD', 'AutoEncoder', 'TranAD', 'TimesNet', 'FITS', 'OmniAnomaly', 'PCA', 'USAD', 'OFA', 'KNN']"
ghl_48_lev_corr_temp_fault_seed_199_vars_23,"['KMeansAD', 'EIF', 'COPOD', 'KNN', 'HBOS', 'ALLM4TS', 'OFA', 'OCSVM', 'CNN', 'LOF', 'PCA', 'Donut', 'LSTMAD', 'OmniAnomaly', 'MCD', 'TimesNet', 'CBLOF', 'RobustPCA', 'TranAD', 'FITS', 'IForest', 'USAD', 'AutoEncoder', 'AnomalyTransformer']","['ALLM4TS', 'Donut', 'OCSVM', 'EIF', 'IForest', 'CBLOF', 'HBOS', 'COPOD', 'AnomalyTransformer', 'CNN', 'KMeansAD', 'AutoEncoder', 'RobustPCA', 'LSTMAD', 'LOF', 'MCD', 'USAD', 'OmniAnomaly', 'PCA', 'TranAD', 'KNN', 'OFA', 'TimesNet', 'FITS']"
genesis,"['KMeansAD', 'HBOS', 'EIF', 'COPOD', 'KNN', 'OCSVM', 'LOF', 'PCA', 'ALLM4TS', 'OmniAnomaly', 'MCD', 'OFA', 'LSTMAD', 'CNN', 'IForest', 'CBLOF', 'RobustPCA', 'TranAD', 'FITS', 'TimesNet', 'Donut', 'USAD', 'AnomalyTransformer', 'AutoEncoder']","['KMeansAD', 'IForest', 'TranAD', 'HBOS', 'COPOD', 'OCSVM', 'LSTMAD', 'CBLOF', 'USAD', 'EIF', 'CNN', 'LOF', 'TimesNet', 'FITS', 'OFA', 'KNN', 'MCD', 'AutoEncoder', 'AnomalyTransformer', 'OmniAnomaly', 'PCA', 'Donut', 'RobustPCA', 'ALLM4TS']"
