dataset,prediction,ground_truth
exathlon_9_4_1000000_78,"['OmniAnomaly', 'PCA', 'MCD', 'IForest', 'KMeansAD', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'OFA', 'KNN', 'CBLOF', 'LSTMAD', 'FITS', 'ALLM4TS', 'USAD', 'TranAD', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['AutoEncoder', 'CNN', 'LSTMAD', 'Donut', 'OmniAnomaly', 'PCA', 'OFA', 'TimesNet', 'FITS', 'TranAD', 'USAD', 'MCD', 'KMeansAD', 'COPOD', 'IForest', 'AnomalyTransformer', 'OCSVM', 'CBLOF', 'EIF', 'RobustPCA', 'ALLM4TS', 'HBOS', 'KNN', 'LOF']"
exathlon_9_5_1000000_84,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'OFA', 'CBLOF', 'KNN', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['IForest', 'KMeansAD', 'CBLOF', 'OmniAnomaly', 'PCA', 'KNN', 'USAD', 'LSTMAD', 'CNN', 'EIF', 'TranAD', 'AutoEncoder', 'MCD', 'OCSVM', 'HBOS', 'LOF', 'TimesNet', 'OFA', 'FITS', 'Donut', 'COPOD', 'RobustPCA', 'AnomalyTransformer', 'ALLM4TS']"
gecco_water_quality,"['OmniAnomaly', 'PCA', 'MCD', 'IForest', 'CNN', 'KMeansAD', 'HBOS', 'EIF', 'TimesNet', 'OFA', 'COPOD', 'KNN', 'LSTMAD', 'CBLOF', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'USAD', 'TranAD', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['LSTMAD', 'OFA', 'TimesNet', 'TranAD', 'USAD', 'CNN', 'FITS', 'KNN', 'OmniAnomaly', 'PCA', 'LOF', 'Donut', 'CBLOF', 'COPOD', 'EIF', 'KMeansAD', 'IForest', 'AutoEncoder', 'HBOS', 'OCSVM', 'MCD', 'ALLM4TS', 'AnomalyTransformer', 'RobustPCA']"
genesis,"['OFA', 'ALLM4TS', 'RobustPCA', 'AutoEncoder', 'MCD', 'OCSVM', 'TimesNet', 'OmniAnomaly', 'CNN', 'PCA', 'IForest', 'FITS', 'HBOS', 'LSTMAD', 'COPOD', 'EIF', 'KMeansAD', 'KNN', 'CBLOF', 'Donut', 'TranAD', 'USAD', 'LOF', 'AnomalyTransformer']","['KMeansAD', 'IForest', 'TranAD', 'HBOS', 'COPOD', 'OCSVM', 'LSTMAD', 'CBLOF', 'USAD', 'EIF', 'CNN', 'LOF', 'TimesNet', 'FITS', 'OFA', 'KNN', 'MCD', 'AutoEncoder', 'AnomalyTransformer', 'OmniAnomaly', 'PCA', 'Donut', 'RobustPCA', 'ALLM4TS']"
gutentag_0,"['OFA', 'MCD', 'ALLM4TS', 'TimesNet', 'RobustPCA', 'OmniAnomaly', 'OCSVM', 'AutoEncoder', 'PCA', 'CNN', 'IForest', 'HBOS', 'FITS', 'LSTMAD', 'COPOD', 'EIF', 'KMeansAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['KMeansAD', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'OCSVM', 'KNN', 'AutoEncoder', 'EIF', 'CNN', 'USAD', 'LSTMAD', 'CBLOF', 'LOF', 'TranAD', 'COPOD', 'MCD', 'FITS', 'TimesNet', 'Donut', 'AnomalyTransformer', 'RobustPCA', 'HBOS', 'OFA', 'IForest']"
gutentag_1,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'TimesNet', 'CNN', 'IForest', 'RobustPCA', 'OCSVM', 'HBOS', 'AutoEncoder', 'KMeansAD', 'EIF', 'COPOD', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'MCD', 'ALLM4TS', 'AnomalyTransformer', 'HBOS', 'OmniAnomaly', 'PCA', 'TimesNet', 'IForest', 'USAD', 'FITS', 'OCSVM', 'Donut', 'TranAD', 'CBLOF', 'LSTMAD', 'CNN', 'KMeansAD', 'EIF', 'KNN', 'RobustPCA', 'LOF', 'COPOD', 'AutoEncoder']"
gutentag_10,"['OFA', 'MCD', 'ALLM4TS', 'OmniAnomaly', 'TimesNet', 'PCA', 'CNN', 'RobustPCA', 'OCSVM', 'IForest', 'AutoEncoder', 'HBOS', 'COPOD', 'EIF', 'FITS', 'KMeansAD', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'KNN', 'OmniAnomaly', 'PCA', 'COPOD', 'MCD', 'USAD', 'TranAD', 'EIF', 'LOF', 'KMeansAD', 'FITS', 'HBOS', 'LSTMAD', 'CBLOF', 'IForest', 'Donut', 'ALLM4TS', 'AutoEncoder', 'CNN', 'RobustPCA', 'TimesNet', 'AnomalyTransformer', 'OCSVM']"
gutentag_11,"['OFA', 'ALLM4TS', 'MCD', 'RobustPCA', 'OCSVM', 'TimesNet', 'AutoEncoder', 'OmniAnomaly', 'CNN', 'PCA', 'IForest', 'HBOS', 'FITS', 'LSTMAD', 'COPOD', 'EIF', 'KMeansAD', 'KNN', 'CBLOF', 'TranAD', 'Donut', 'USAD', 'LOF', 'AnomalyTransformer']","['AutoEncoder', 'LSTMAD', 'TranAD', 'CNN', 'PCA', 'OmniAnomaly', 'RobustPCA', 'ALLM4TS', 'USAD', 'Donut', 'OFA', 'FITS', 'LOF', 'TimesNet', 'IForest', 'AnomalyTransformer', 'OCSVM', 'EIF', 'MCD', 'HBOS', 'CBLOF', 'KNN', 'KMeansAD', 'COPOD']"
gutentag_13,"['MCD', 'OFA', 'OmniAnomaly', 'PCA', 'CNN', 'IForest', 'TimesNet', 'HBOS', 'KMeansAD', 'EIF', 'COPOD', 'ALLM4TS', 'OCSVM', 'LSTMAD', 'FITS', 'RobustPCA', 'AutoEncoder', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'OmniAnomaly', 'PCA', 'USAD', 'TranAD', 'KMeansAD', 'LSTMAD', 'AutoEncoder', 'ALLM4TS', 'OFA', 'FITS', 'TimesNet', 'Donut', 'LOF', 'CBLOF', 'IForest', 'OCSVM', 'RobustPCA', 'EIF', 'MCD', 'KNN', 'AnomalyTransformer', 'COPOD', 'HBOS']"
gutentag_14,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'IForest', 'TimesNet', 'HBOS', 'KMeansAD', 'EIF', 'ALLM4TS', 'COPOD', 'OCSVM', 'LSTMAD', 'RobustPCA', 'FITS', 'AutoEncoder', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'KNN', 'KMeansAD', 'FITS', 'CBLOF', 'LOF', 'PCA', 'TranAD', 'OmniAnomaly', 'LSTMAD', 'TimesNet', 'ALLM4TS', 'EIF', 'IForest', 'CNN', 'HBOS', 'Donut', 'AnomalyTransformer', 'COPOD', 'AutoEncoder', 'USAD', 'RobustPCA', 'OCSVM', 'MCD']"
gutentag_15,"['MCD', 'OmniAnomaly', 'PCA', 'CNN', 'IForest', 'OFA', 'KMeansAD', 'HBOS', 'TimesNet', 'EIF', 'COPOD', 'LSTMAD', 'KNN', 'FITS', 'ALLM4TS', 'CBLOF', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['CNN', 'LSTMAD', 'OFA', 'AutoEncoder', 'PCA', 'OmniAnomaly', 'TranAD', 'USAD', 'ALLM4TS', 'Donut', 'TimesNet', 'CBLOF', 'RobustPCA', 'FITS', 'KNN', 'KMeansAD', 'IForest', 'AnomalyTransformer', 'LOF', 'MCD', 'OCSVM', 'HBOS', 'EIF', 'COPOD']"
gutentag_16,"['OFA', 'MCD', 'ALLM4TS', 'TimesNet', 'OmniAnomaly', 'RobustPCA', 'OCSVM', 'PCA', 'CNN', 'AutoEncoder', 'IForest', 'HBOS', 'FITS', 'COPOD', 'LSTMAD', 'EIF', 'KMeansAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'OFA', 'ALLM4TS', 'IForest', 'CNN', 'LSTMAD', 'TranAD', 'FITS', 'KMeansAD', 'MCD', 'USAD', 'Donut', 'TimesNet', 'OCSVM', 'HBOS', 'CBLOF', 'RobustPCA', 'EIF', 'AutoEncoder', 'KNN', 'LOF', 'AnomalyTransformer', 'COPOD']"
gutentag_17,"['MCD', 'OFA', 'OmniAnomaly', 'PCA', 'CNN', 'IForest', 'TimesNet', 'HBOS', 'KMeansAD', 'EIF', 'COPOD', 'ALLM4TS', 'LSTMAD', 'OCSVM', 'FITS', 'RobustPCA', 'AutoEncoder', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'OFA', 'FITS', 'CNN', 'LSTMAD', 'TranAD', 'IForest', 'TimesNet', 'AutoEncoder', 'ALLM4TS', 'USAD', 'KMeansAD', 'LOF', 'KNN', 'Donut', 'MCD', 'CBLOF', 'EIF', 'HBOS', 'RobustPCA', 'COPOD', 'AnomalyTransformer', 'OCSVM']"
gutentag_18,"['OFA', 'MCD', 'ALLM4TS', 'OmniAnomaly', 'TimesNet', 'PCA', 'CNN', 'RobustPCA', 'OCSVM', 'IForest', 'AutoEncoder', 'HBOS', 'FITS', 'COPOD', 'EIF', 'KMeansAD', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['PCA', 'OmniAnomaly', 'AutoEncoder', 'TranAD', 'ALLM4TS', 'USAD', 'CNN', 'LSTMAD', 'RobustPCA', 'OFA', 'MCD', 'FITS', 'TimesNet', 'Donut', 'CBLOF', 'LOF', 'KMeansAD', 'IForest', 'OCSVM', 'EIF', 'KNN', 'AnomalyTransformer', 'HBOS', 'COPOD']"
gutentag_19,"['MCD', 'OmniAnomaly', 'PCA', 'OFA', 'CNN', 'IForest', 'TimesNet', 'HBOS', 'KMeansAD', 'EIF', 'COPOD', 'ALLM4TS', 'LSTMAD', 'FITS', 'OCSVM', 'KNN', 'RobustPCA', 'CBLOF', 'AutoEncoder', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'USAD', 'TranAD', 'RobustPCA', 'CBLOF', 'ALLM4TS', 'OFA', 'AutoEncoder', 'Donut', 'FITS', 'TimesNet', 'KMeansAD', 'IForest', 'LOF', 'AnomalyTransformer', 'EIF', 'KNN', 'HBOS', 'MCD', 'COPOD', 'OCSVM']"
gutentag_2,"['OmniAnomaly', 'MCD', 'PCA', 'IForest', 'CNN', 'KMeansAD', 'HBOS', 'OFA', 'TimesNet', 'EIF', 'COPOD', 'KNN', 'LSTMAD', 'CBLOF', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'USAD', 'TranAD', 'Donut', 'LOF', 'AnomalyTransformer']","['AutoEncoder', 'TranAD', 'USAD', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'CNN', 'OCSVM', 'LSTMAD', 'Donut', 'RobustPCA', 'OFA', 'TimesNet', 'IForest', 'AnomalyTransformer', 'FITS', 'LOF', 'MCD', 'EIF', 'HBOS', 'KMeansAD', 'KNN', 'CBLOF', 'COPOD']"
gutentag_20,"['MCD', 'OmniAnomaly', 'PCA', 'CNN', 'IForest', 'OFA', 'KMeansAD', 'HBOS', 'TimesNet', 'EIF', 'COPOD', 'LSTMAD', 'FITS', 'ALLM4TS', 'KNN', 'CBLOF', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'LSTMAD', 'USAD', 'TranAD', 'AutoEncoder', 'ALLM4TS', 'OFA', 'RobustPCA', 'Donut', 'CBLOF', 'FITS', 'TimesNet', 'AnomalyTransformer', 'MCD', 'IForest', 'HBOS', 'LOF', 'OCSVM', 'KMeansAD', 'EIF', 'KNN', 'COPOD']"
gutentag_21,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'TimesNet', 'IForest', 'HBOS', 'ALLM4TS', 'KMeansAD', 'EIF', 'COPOD', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'ALLM4TS', 'KMeansAD', 'OmniAnomaly', 'PCA', 'KNN', 'LOF', 'FITS', 'TranAD', 'LSTMAD', 'TimesNet', 'CNN', 'USAD', 'CBLOF', 'Donut', 'AutoEncoder', 'EIF', 'OCSVM', 'IForest', 'RobustPCA', 'AnomalyTransformer', 'HBOS', 'COPOD', 'MCD']"
gutentag_22,"['MCD', 'OmniAnomaly', 'PCA', 'CNN', 'IForest', 'OFA', 'KMeansAD', 'HBOS', 'TimesNet', 'EIF', 'COPOD', 'LSTMAD', 'ALLM4TS', 'FITS', 'KNN', 'OCSVM', 'CBLOF', 'RobustPCA', 'AutoEncoder', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['KMeansAD', 'KNN', 'LOF', 'OFA', 'PCA', 'OmniAnomaly', 'CNN', 'LSTMAD', 'TranAD', 'IForest', 'USAD', 'Donut', 'CBLOF', 'ALLM4TS', 'EIF', 'FITS', 'AnomalyTransformer', 'TimesNet', 'HBOS', 'MCD', 'OCSVM', 'COPOD', 'AutoEncoder', 'RobustPCA']"
gutentag_23,"['MCD', 'OmniAnomaly', 'PCA', 'OFA', 'CNN', 'IForest', 'HBOS', 'KMeansAD', 'TimesNet', 'EIF', 'COPOD', 'LSTMAD', 'ALLM4TS', 'FITS', 'KNN', 'OCSVM', 'CBLOF', 'RobustPCA', 'AutoEncoder', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'LSTMAD', 'CNN', 'USAD', 'TranAD', 'ALLM4TS', 'AutoEncoder', 'RobustPCA', 'OFA', 'FITS', 'TimesNet', 'Donut', 'CBLOF', 'AnomalyTransformer', 'LOF', 'IForest', 'EIF', 'OCSVM', 'MCD', 'KMeansAD', 'KNN', 'HBOS', 'COPOD']"
gutentag_24,"['MCD', 'OmniAnomaly', 'OFA', 'PCA', 'CNN', 'IForest', 'TimesNet', 'HBOS', 'KMeansAD', 'EIF', 'COPOD', 'ALLM4TS', 'LSTMAD', 'FITS', 'OCSVM', 'RobustPCA', 'KNN', 'AutoEncoder', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'TranAD', 'ALLM4TS', 'LSTMAD', 'USAD', 'OFA', 'AutoEncoder', 'FITS', 'TimesNet', 'Donut', 'IForest', 'KMeansAD', 'CBLOF', 'RobustPCA', 'LOF', 'EIF', 'KNN', 'OCSVM', 'AnomalyTransformer', 'HBOS', 'MCD', 'COPOD']"
gutentag_25,"['OFA', 'MCD', 'OmniAnomaly', 'ALLM4TS', 'TimesNet', 'PCA', 'CNN', 'IForest', 'RobustPCA', 'OCSVM', 'HBOS', 'AutoEncoder', 'EIF', 'COPOD', 'KMeansAD', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'KNN', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'LOF', 'USAD', 'TranAD', 'CNN', 'LSTMAD', 'EIF', 'KMeansAD', 'TimesNet', 'CBLOF', 'Donut', 'FITS', 'IForest', 'AutoEncoder', 'OCSVM', 'AnomalyTransformer', 'MCD', 'RobustPCA', 'HBOS', 'COPOD']"
gutentag_26,"['MCD', 'OmniAnomaly', 'PCA', 'OFA', 'CNN', 'IForest', 'TimesNet', 'HBOS', 'KMeansAD', 'EIF', 'COPOD', 'ALLM4TS', 'LSTMAD', 'FITS', 'OCSVM', 'KNN', 'RobustPCA', 'AutoEncoder', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['PCA', 'OmniAnomaly', 'ALLM4TS', 'OFA', 'TranAD', 'CNN', 'AutoEncoder', 'USAD', 'LSTMAD', 'FITS', 'LOF', 'TimesNet', 'Donut', 'KNN', 'EIF', 'RobustPCA', 'OCSVM', 'IForest', 'KMeansAD', 'CBLOF', 'HBOS', 'AnomalyTransformer', 'COPOD', 'MCD']"
gutentag_27,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'TimesNet', 'CNN', 'IForest', 'ALLM4TS', 'HBOS', 'OCSVM', 'RobustPCA', 'KMeansAD', 'EIF', 'COPOD', 'AutoEncoder', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['PCA', 'OmniAnomaly', 'USAD', 'CNN', 'LSTMAD', 'TranAD', 'FITS', 'ALLM4TS', 'OFA', 'AutoEncoder', 'IForest', 'Donut', 'TimesNet', 'RobustPCA', 'KMeansAD', 'LOF', 'AnomalyTransformer', 'CBLOF', 'EIF', 'MCD', 'OCSVM', 'HBOS', 'KNN', 'COPOD']"
gutentag_28,"['MCD', 'OmniAnomaly', 'PCA', 'OFA', 'CNN', 'IForest', 'TimesNet', 'HBOS', 'KMeansAD', 'EIF', 'COPOD', 'ALLM4TS', 'LSTMAD', 'FITS', 'OCSVM', 'KNN', 'RobustPCA', 'AutoEncoder', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'CNN', 'TranAD', 'USAD', 'LSTMAD', 'RobustPCA', 'ALLM4TS', 'AutoEncoder', 'OFA', 'FITS', 'Donut', 'TimesNet', 'IForest', 'LOF', 'CBLOF', 'KMeansAD', 'AnomalyTransformer', 'OCSVM', 'EIF', 'KNN', 'MCD', 'HBOS', 'COPOD']"
gutentag_29,"['OFA', 'MCD', 'OmniAnomaly', 'ALLM4TS', 'TimesNet', 'PCA', 'CNN', 'IForest', 'RobustPCA', 'OCSVM', 'HBOS', 'AutoEncoder', 'EIF', 'COPOD', 'KMeansAD', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'KNN', 'FITS', 'LOF', 'TimesNet', 'CBLOF', 'KMeansAD', 'PCA', 'COPOD', 'OmniAnomaly', 'OCSVM', 'AnomalyTransformer', 'HBOS', 'IForest', 'LSTMAD', 'Donut', 'CNN', 'EIF', 'TranAD', 'ALLM4TS', 'USAD', 'MCD', 'AutoEncoder', 'RobustPCA']"
gutentag_3,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'TimesNet', 'ALLM4TS', 'CNN', 'IForest', 'HBOS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'KMeansAD', 'EIF', 'COPOD', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'OFA', 'TranAD', 'USAD', 'ALLM4TS', 'CNN', 'LSTMAD', 'Donut', 'MCD', 'CBLOF', 'KMeansAD', 'EIF', 'TimesNet', 'FITS', 'IForest', 'AnomalyTransformer', 'KNN', 'COPOD', 'HBOS', 'RobustPCA', 'LOF', 'OCSVM', 'AutoEncoder']"
gutentag_4,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'TimesNet', 'IForest', 'ALLM4TS', 'HBOS', 'KMeansAD', 'OCSVM', 'RobustPCA', 'EIF', 'COPOD', 'AutoEncoder', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'KMeansAD', 'OmniAnomaly', 'PCA', 'COPOD', 'KNN', 'IForest', 'EIF', 'CBLOF', 'LOF', 'USAD', 'TranAD', 'HBOS', 'CNN', 'LSTMAD', 'TimesNet', 'FITS', 'MCD', 'Donut', 'ALLM4TS', 'AnomalyTransformer', 'RobustPCA', 'AutoEncoder', 'OCSVM']"
gutentag_5,"['OFA', 'MCD', 'ALLM4TS', 'OmniAnomaly', 'TimesNet', 'PCA', 'CNN', 'RobustPCA', 'OCSVM', 'AutoEncoder', 'IForest', 'HBOS', 'FITS', 'COPOD', 'EIF', 'KMeansAD', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['MCD', 'AutoEncoder', 'TranAD', 'PCA', 'IForest', 'CNN', 'LSTMAD', 'EIF', 'OmniAnomaly', 'USAD', 'AnomalyTransformer', 'HBOS', 'ALLM4TS', 'CBLOF', 'Donut', 'OFA', 'OCSVM', 'TimesNet', 'KNN', 'LOF', 'COPOD', 'RobustPCA', 'FITS', 'KMeansAD']"
gutentag_6,"['OFA', 'MCD', 'OmniAnomaly', 'ALLM4TS', 'PCA', 'TimesNet', 'CNN', 'IForest', 'RobustPCA', 'OCSVM', 'HBOS', 'AutoEncoder', 'EIF', 'COPOD', 'KMeansAD', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['OmniAnomaly', 'PCA', 'TranAD', 'ALLM4TS', 'CNN', 'LSTMAD', 'USAD', 'AutoEncoder', 'Donut', 'OFA', 'FITS', 'IForest', 'TimesNet', 'CBLOF', 'LOF', 'AnomalyTransformer', 'RobustPCA', 'EIF', 'OCSVM', 'HBOS', 'COPOD', 'MCD', 'KNN', 'KMeansAD']"
gutentag_7,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'CNN', 'TimesNet', 'IForest', 'HBOS', 'KMeansAD', 'ALLM4TS', 'EIF', 'COPOD', 'OCSVM', 'RobustPCA', 'LSTMAD', 'FITS', 'AutoEncoder', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['ALLM4TS', 'LSTMAD', 'TranAD', 'RobustPCA', 'CNN', 'USAD', 'OmniAnomaly', 'PCA', 'AutoEncoder', 'Donut', 'FITS', 'OFA', 'TimesNet', 'LOF', 'AnomalyTransformer', 'IForest', 'HBOS', 'MCD', 'COPOD', 'CBLOF', 'KNN', 'KMeansAD', 'OCSVM', 'EIF']"
gutentag_8,"['OFA', 'MCD', 'OmniAnomaly', 'PCA', 'TimesNet', 'ALLM4TS', 'CNN', 'IForest', 'HBOS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'KMeansAD', 'EIF', 'COPOD', 'FITS', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['KMeansAD', 'KNN', 'CBLOF', 'EIF', 'COPOD', 'LOF', 'AutoEncoder', 'LSTMAD', 'TranAD', 'FITS', 'TimesNet', 'AnomalyTransformer', 'CNN', 'OCSVM', 'Donut', 'USAD', 'HBOS', 'OFA', 'MCD', 'RobustPCA', 'ALLM4TS', 'OmniAnomaly', 'PCA', 'IForest']"
gutentag_9,"['OFA', 'MCD', 'ALLM4TS', 'OmniAnomaly', 'TimesNet', 'PCA', 'CNN', 'RobustPCA', 'OCSVM', 'IForest', 'AutoEncoder', 'HBOS', 'FITS', 'COPOD', 'EIF', 'KMeansAD', 'LSTMAD', 'KNN', 'CBLOF', 'TranAD', 'USAD', 'Donut', 'LOF', 'AnomalyTransformer']","['IForest', 'KNN', 'USAD', 'COPOD', 'MCD', 'TranAD', 'OFA', 'HBOS', 'LSTMAD', 'CNN', 'LOF', 'ALLM4TS', 'KMeansAD', 'Donut', 'OmniAnomaly', 'TimesNet', 'FITS', 'PCA', 'CBLOF', 'EIF', 'AnomalyTransformer', 'RobustPCA', 'AutoEncoder', 'OCSVM']"
mitdb_100,"['OmniAnomaly', 'PCA', 'KMeansAD', 'MCD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'LSTMAD', 'USAD', 'TranAD', 'OFA', 'FITS', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['AnomalyTransformer', 'CNN', 'IForest', 'KMeansAD', 'EIF', 'COPOD', 'MCD', 'CBLOF', 'RobustPCA', 'TimesNet', 'TranAD', 'LSTMAD', 'USAD', 'HBOS', 'AutoEncoder', 'OCSVM', 'LOF', 'KNN', 'OFA', 'ALLM4TS', 'PCA', 'OmniAnomaly', 'Donut', 'FITS']"
mitdb_101,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['USAD', 'TranAD', 'CNN', 'RobustPCA', 'OmniAnomaly', 'PCA', 'OFA', 'IForest', 'ALLM4TS', 'LSTMAD', 'TimesNet', 'FITS', 'Donut', 'MCD', 'EIF', 'AnomalyTransformer', 'COPOD', 'KMeansAD', 'CBLOF', 'AutoEncoder', 'HBOS', 'OCSVM', 'KNN', 'LOF']"
mitdb_102,"['OmniAnomaly', 'PCA', 'MCD', 'KMeansAD', 'IForest', 'CNN', 'HBOS', 'EIF', 'COPOD', 'TimesNet', 'CBLOF', 'KNN', 'OFA', 'LSTMAD', 'FITS', 'USAD', 'TranAD', 'ALLM4TS', 'OCSVM', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'IForest', 'CNN', 'KMeansAD', 'ALLM4TS', 'LSTMAD', 'AnomalyTransformer', 'FITS', 'KNN', 'LOF', 'EIF', 'HBOS', 'AutoEncoder', 'OCSVM', 'COPOD', 'CBLOF', 'MCD', 'TranAD', 'USAD', 'RobustPCA', 'PCA', 'OmniAnomaly', 'Donut', 'TimesNet']"
mitdb_103,"['OmniAnomaly', 'PCA', 'KMeansAD', 'IForest', 'MCD', 'HBOS', 'CNN', 'EIF', 'COPOD', 'CBLOF', 'TimesNet', 'KNN', 'USAD', 'TranAD', 'LSTMAD', 'OFA', 'FITS', 'OCSVM', 'ALLM4TS', 'RobustPCA', 'AutoEncoder', 'Donut', 'LOF', 'AnomalyTransformer']","['OFA', 'OmniAnomaly', 'PCA', 'ALLM4TS', 'CNN', 'TranAD', 'USAD', 'Donut', 'IForest', 'RobustPCA', 'LSTMAD', 'TimesNet', 'MCD', 'OCSVM', 'AutoEncoder', 'HBOS', 'COPOD', 'EIF', 'FITS', 'KMeansAD', 'KNN', 'LOF', 'AnomalyTransformer', 'CBLOF']"
