FileName,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5,Rec_6,Rec_7,Rec_8,Rec_9,Rec_10,Rec_11,Rec_12,Rec_13,Rec_14,Rec_15,Rec_16,Rec_17,Rec_18,Rec_19,Rec_20,Rec_21,Rec_22,Rec_23,Rec_24,RunTimeSeconds
MITDB_117_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1462781429290771
MITDB_118_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,LSTMAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1121280193328857
MITDB_119_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.083223819732666
MITDB_121_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,LSTMAD,USAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1725969314575195
MITDB_122_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0874228477478027
MITDB_123_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1146090030670166
MITDB_124_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.135199785232544
MITDB_200_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.141402006149292
MITDB_202_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0174720287322998
MITDB_203_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1109309196472168
MITDB_205_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1621677875518799
MITDB_207_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0953309535980225
MITDB_209_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0209708213806152
MITDB_210_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.161825180053711
MITDB_212_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,OFA,CBLOF,KNN,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0936129093170166
MITDB_213_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1337170600891113
MITDB_214_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1340479850769043
MITDB_215_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0989761352539062
MITDB_217_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,USAD,OFA,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0890920162200928
MITDB_219_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1559431552886963
MITDB_221_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.0518519878387451
MITDB_222_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,LSTMAD,USAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1244580745697021
MITDB_223_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.108902931213379
MITDB_228_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1066510677337646
MITDB_230_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,LSTMAD,USAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1362559795379639
MITDB_232_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.2067711353302002
MITDB_233_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1466970443725586
MITDB_234_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1402440071105957
MSL_C-1_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,LOF,Donut,AutoEncoder,AnomalyTransformer,0.2732210159301758
MSL_C-2_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.3300149440765381
MSL_D-14_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,LOF,Donut,AutoEncoder,AnomalyTransformer,0.5052640438079834
MSL_F-7_test.csv,KMeansAD,PCA,OmniAnomaly,IForest,EIF,HBOS,MCD,CNN,CBLOF,COPOD,KNN,USAD,TranAD,TimesNet,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,LOF,Donut,RobustPCA,AnomalyTransformer,AutoEncoder,0.4151949882507324
MSL_M-5_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,EIF,HBOS,CNN,CBLOF,COPOD,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,LOF,Donut,AutoEncoder,AnomalyTransformer,0.1659531593322754
MSL_S-2_test.csv,KMeansAD,PCA,OmniAnomaly,IForest,EIF,HBOS,MCD,CBLOF,CNN,COPOD,KNN,USAD,TranAD,TimesNet,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,LOF,Donut,RobustPCA,AnomalyTransformer,AutoEncoder,0.11529302597045898
MSL_T-5_test.csv,KMeansAD,PCA,OmniAnomaly,IForest,EIF,HBOS,MCD,CNN,CBLOF,COPOD,KNN,USAD,TranAD,TimesNet,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,LOF,Donut,RobustPCA,AnomalyTransformer,AutoEncoder,0.15887999534606934
MSL_T-8_test.csv,KMeansAD,PCA,OmniAnomaly,IForest,EIF,HBOS,CBLOF,MCD,CNN,COPOD,USAD,KNN,TranAD,TimesNet,LSTMAD,FITS,OFA,OCSVM,LOF,ALLM4TS,Donut,AnomalyTransformer,RobustPCA,AutoEncoder,0.13407611846923828
PSM_test.csv,OmniAnomaly,PCA,MCD,IForest,CNN,KMeansAD,HBOS,EIF,TimesNet,OFA,COPOD,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,USAD,TranAD,AutoEncoder,Donut,LOF,AnomalyTransformer,6.870692014694214
SMAP_A-5_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.10158514976501465
SMAP_A-6_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.096736907958984375
SMAP_F-1_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7882299423217773
SMAP_G-4_test.csv,KMeansAD,PCA,OmniAnomaly,IForest,EIF,HBOS,MCD,CNN,CBLOF,COPOD,KNN,USAD,TranAD,TimesNet,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,LOF,Donut,RobustPCA,AnomalyTransformer,AutoEncoder,0.20226287841796875
SMAP_G-7_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,OFA,FITS,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.07933592796325684
SMAP_P-1_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,OFA,FITS,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.1140260696411133
SMAP_P-7_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,LSTMAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.31056904792785645
SMD_machine-1-3_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,TimesNet,COPOD,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,OCSVM,USAD,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,3.760432004928589
SMD_machine-1-4_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,2.349976062774658
SMD_machine-1-6_test.csv,OmniAnomaly,MCD,PCA,IForest,CNN,KMeansAD,HBOS,EIF,TimesNet,OFA,COPOD,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,USAD,TranAD,Donut,LOF,AnomalyTransformer,6.181869983673096
SMD_machine-1-7_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,COPOD,TimesNet,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,USAD,OCSVM,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,5.77512001991272
SMD_machine-1-8_test.csv,OmniAnomaly,PCA,MCD,IForest,CNN,KMeansAD,HBOS,EIF,TimesNet,COPOD,OFA,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,USAD,TranAD,AutoEncoder,Donut,LOF,AnomalyTransformer,6.013038158416748
SMD_machine-2-1_test.csv,OmniAnomaly,MCD,PCA,IForest,CNN,KMeansAD,HBOS,EIF,TimesNet,OFA,COPOD,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,USAD,TranAD,AutoEncoder,Donut,LOF,AnomalyTransformer,3.1413731575012207
SMD_machine-2-2_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.915687084197998
SMD_machine-2-4_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,TimesNet,COPOD,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,OCSVM,USAD,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,5.350714921951294
SMD_machine-2-5_test.csv,OmniAnomaly,PCA,MCD,IForest,CNN,KMeansAD,HBOS,EIF,TimesNet,COPOD,OFA,KNN,LSTMAD,CBLOF,FITS,ALLM4TS,OCSVM,RobustPCA,USAD,TranAD,AutoEncoder,Donut,LOF,AnomalyTransformer,5.351992845535278
SMD_machine-2-7_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,TimesNet,COPOD,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,OCSVM,USAD,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,5.552384853363037
SMD_machine-3-10_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,5.057590007781982
SMD_machine-3-2_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,TimesNet,COPOD,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,OCSVM,USAD,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,3.1980998516082764
SMD_machine-3-3_test.csv,MCD,OmniAnomaly,PCA,OFA,CNN,IForest,HBOS,KMeansAD,TimesNet,EIF,COPOD,LSTMAD,ALLM4TS,FITS,KNN,OCSVM,CBLOF,RobustPCA,AutoEncoder,TranAD,USAD,Donut,LOF,AnomalyTransformer,6.310384035110474
SMD_machine-3-6_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,2.6711928844451904
SVDB_800_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7732868194580078
SVDB_801_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8035769462585449
SVDB_802_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7479360103607178
SVDB_803_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7812769412994385
SVDB_804_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7347350120544434
SVDB_805_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,OFA,CBLOF,KNN,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.776137113571167
SVDB_806_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,Donut,LOF,AutoEncoder,AnomalyTransformer,0.8742990493774414
SVDB_807_test.csv,MCD,OmniAnomaly,PCA,IForest,CNN,KMeansAD,HBOS,OFA,TimesNet,EIF,COPOD,LSTMAD,KNN,FITS,ALLM4TS,CBLOF,OCSVM,RobustPCA,AutoEncoder,USAD,TranAD,Donut,LOF,AnomalyTransformer,0.8511538505554199
SVDB_808_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,TimesNet,COPOD,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,OCSVM,USAD,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8321168422698975
SVDB_809_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7764959335327148
SVDB_810_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,OFA,FITS,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7238900661468506
SVDB_811_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7828478813171387
SVDB_812_test.csv,OmniAnomaly,PCA,MCD,IForest,KMeansAD,CNN,HBOS,EIF,TimesNet,COPOD,OFA,KNN,CBLOF,LSTMAD,FITS,ALLM4TS,OCSVM,USAD,TranAD,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8334782123565674
SVDB_820_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.9906229972839355
SVDB_821_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8068051338195801
SVDB_822_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,USAD,FITS,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8443520069122314
SVDB_825_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,1.2920811176300049
SVDB_827_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,OFA,CBLOF,KNN,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8054869174957275
SVDB_840_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7511179447174072
SVDB_841_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7359259128570557
SVDB_842_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,LSTMAD,OFA,USAD,TranAD,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8369250297546387
SVDB_843_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7961909770965576
SVDB_845_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7323479652404785
SVDB_846_test.csv,PCA,OmniAnomaly,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8010690212249756
SVDB_847_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,OFA,CBLOF,KNN,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7767729759216309
SVDB_849_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,OFA,KNN,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8245189189910889
SVDB_850_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7921769618988037
SVDB_851_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,EIF,CNN,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7612931728363037
SVDB_852_test.csv,OmniAnomaly,PCA,KMeansAD,MCD,IForest,CNN,HBOS,EIF,COPOD,CBLOF,TimesNet,KNN,USAD,LSTMAD,TranAD,OFA,FITS,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.7835850715637207
SVDB_853_test.csv,OmniAnomaly,PCA,MCD,KMeansAD,IForest,CNN,HBOS,EIF,COPOD,TimesNet,CBLOF,KNN,OFA,LSTMAD,FITS,USAD,TranAD,ALLM4TS,OCSVM,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8734028339385986
SVDB_854_test.csv,OmniAnomaly,PCA,KMeansAD,IForest,MCD,HBOS,CNN,EIF,COPOD,CBLOF,KNN,TimesNet,USAD,TranAD,LSTMAD,FITS,OFA,OCSVM,ALLM4TS,RobustPCA,AutoEncoder,Donut,LOF,AnomalyTransformer,0.8246278762817383
